name,sku,size,description,available,sortOrder,collections,imageUrl
"6"" Peace Lily - Domino",1115291300,"6""","A graceful, air-purifying favourite with glossy, dark green leaves and elegant white blooms. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Leaves droop dramatically when thirsty and perk back up quickly after watering. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_97d4cbbc77434b80b98a43949c6f9e4e~mv2.jpg
"6"" Zamioculas",1115340000,"6""","An extremely low-maintenance plant with glossy, waxy leaflets on upright stems. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Stores water in its rhizomes, so it easily tolerates neglect. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_7d1741df4b7c4702bac7f00444b45dd0~mv2.jpg
1gal Codyline Southern Splendor,1118071500,"4""","A bold, architectural plant with strappy, colourful foliage that adds instant drama to patios and beds. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Outdoor Items,23f81e_23b02d755367406aa2cc861c641977b6~mv2.jpg
"8"" Tropicals - Assortment",1120000000,"8""","A curated mix of easy-care tropical foliage plants, offering varied textures and colours for indoor greenery. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely.",FALSE,,Tropical Plants;,23f81e_69006db8dc4049cfae5ee7f58c1a6702~mv2.jpg
"8"" Chinese Evergreen - Silver Bay",1120006200,"8""","A tough, colourful foliage plant valued for its patterned leaves and ability to thrive indoors with minimal fuss. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_1e080a318b01491f881788d441c238a4~mv2_d_2958_2218_s_2.jpg
"8"" Norfolk Island Pine",1120013000,"8""","A soft, symmetrical evergreen with tiered branches, traditionally used as a living holiday tree. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Prefers steady humidity and dislikes hot, dry indoor air. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_2ef3660375ba4c4495cb7562df9e0228~mv2.jpg;23f81e_b9fa4dcadb0d45bf8de1b9f4e3512c26~mv2.jpg
"8"" Ficus - Weeping Fig / Bush - Variegated",1120040000,"8""","A classic indoor tree with slender, arching branches and glossy, dark green leaves. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep it in a consistent spot, as it is sensitive to changes in light and drafts. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_d0239408a09d440e9ce983f1b83b6d4c~mv2.jpg
"8"" Lily - Turf - Liriope",1120040900,"8""","Also called Lily Turf, a tough, grass-like perennial with arching foliage and spikes of small flowers. Grows best in part sun to light shade. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_6ca527ca0f6e4d29aa29494faaefc286~mv2.jpg
"8"" Dracaena - Ray of Sunshine Cane",1120067100,"8""","An architectural, easy-care foliage plant with strappy or cane-style growth, ideal for adding height indoors. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_c897523fe0b84091867a3600a1cb24a0~mv2_d_3000_2250_s_2.jpg
"8"" Dracaena Janet Craig -Carmen",1120067500,"8""","An architectural, easy-care foliage plant with strappy or cane-style growth, ideal for adding height indoors. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_2cf441764dff4b99aa290bfb8f3cc3f1~mv2_d_2667_2000_s_2.jpg
"2"" Sanseveria Mikado",1120069600,"2""","The classic Snake Plant, prized for its stiff, upright, sculptural leaves and near-indestructible nature. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Tolerates low light and infrequent watering, making it ideal for beginners. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_5c6c3a68434148ab9a6224f4cc4668bf~mv2.jpg
"8"" Ficus - Weeping Fig / Bush",1120084100,"8""","A classic indoor tree with slender, arching branches and glossy, dark green leaves. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep it in a consistent spot, as it is sensitive to changes in light and drafts. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_961d807964f142eeaa74728eb172fb94~mv2_d_2935_2201_s_2.jpg
"4"" Snake Plant - Fernwood",1120085300,"4""","A stiff, upright, sculptural succulent leaf plant that thrives on neglect. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Tolerates low light and infrequent watering, making it ideal for beginners. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_d473a365f227422e9300edc62e3fc845~mv2.jpg
1gal Cordyline - Red Star,1120133000,1gal,"A bold, architectural plant with strappy, colourful foliage that adds instant drama to patios and beds. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_0504e50f2fd04d2b840ed8a551c0b51b~mv2.jpg
"8"" Aralia - Ming Stump",1120258000,"8""","An elegant foliage plant with finely divided, lacy leaves that bring texture to any indoor collection. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Tropical Plants;,23f81e_3a7b90eb0d8a47adbb329b64d8243881~mv2_d_2667_2000_s_2.jpg
"8"" Peace Lily - Viscount",1120291500,"8""","A graceful, air-purifying favourite with glossy, dark green leaves and elegant white blooms. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Leaves droop dramatically when thirsty and perk back up quickly after watering. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_a3bc5a2b6a854c2cbab304e526a45b67~mv2_d_2667_2000_s_2.jpg
"8"" Peace Lily - Compacto",1120292100,"8""","A graceful, air-purifying favourite with glossy, dark green leaves and elegant white blooms. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Leaves droop dramatically when thirsty and perk back up quickly after watering. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_97361d95621148bbb3f23266f0b95e68~mv2_d_2667_2000_s_2.jpg
"8"" Zamioculcas",1120340000,"8""","Commonly known as the ZZ Plant, an extremely low-maintenance plant with glossy, waxy leaflets on upright stems. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Stores water in its rhizomes, so it easily tolerates neglect. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_d9d9b911761a42e0a9d95f8cdb1118db~mv2.jpg
"8"" Croton - Gold Dust",1213456015,"8""","A vibrant, sun-loving foliage plant with bold, multicoloured leaves in shades of red, orange, and yellow. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Needs good light to maintain its brightest colours. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_3e2ebae051fd4bc1a10be4abdb92b4e8~mv2.jpg
"4"" Dracaena - Marginata Cane",1310068700,"4""","An architectural, easy-care foliage plant with strappy or cane-style growth, ideal for adding height indoors. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_38d30e1e427c44aeb3944bd1cab5224c~mv2.jpg
"4"" Peace Lily - Flowering",1310209800,"4""","A graceful, air-purifying favourite with glossy, dark green leaves and elegant white blooms. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Leaves droop dramatically when thirsty and perk back up quickly after watering. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_8445c2688e294b378e331536c7658df8~mv2.jpg
"4"" Purple Fountain Grass",1315000500,"4""","An ornamental grass with graceful, arching burgundy foliage and soft, plume-like seed heads. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_ba9ecd3ac7ab4365b74423b2c547ecf7~mv2.jpg
"6"" Lipstick - Black Pagoda H.B.",2115003100,"6""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_188e391ce2d148398275687375be60ad~mv2.jpg
"6"" Lipstick - Myra H.B.",2115003300,"6""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_10e7dddeca304f6abd9098342eb60d75~mv2.jpg
"6"" Lipstick - Mona Lisa H.B.",2115003800,"6""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_45ead25bc78e49799b631903a04fbebc~mv2.jpg
"6"" Lipstick - Anteres H.B",2115004000,"6""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_0629b0d9409c48eba0a680a620696a90~mv2.jpg
"6"" Bridal Veil H.B.",2115018500,"6""","A dainty, airy trailing plant (Tradescantia) with small green leaves and delicate white flowers. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"6"" Spider - Variegated H.B.",2115034100,"6""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_830a8e5c31fb4108b8087bfa202a7d38~mv2.jpg
